id,text,label
3759,20850 27173 16337 27091 27427 25682 22131 19226 24808 11342 ， 4004 22382 14232 17281 6653 13995 13535 10449 12331 10411 6517 ， 22705 2106 10039 20447 205 27091 979 8194 8750 8194 4004 22382 14232 929 2797 14018 26669 9283 5111 17281 1292 929,1-1
3760,16328 15766 4198 ， 27700 25585 13355 26307 8750 26729 19604 2240 19897 9963 10893 14950 26669 4054 18970 29555,1-9
3761,13821 28332 16985 28648 2224 4274 19121 3011 13462 14950 9023 929 19897 13846 27013 12196 17281 25427 15465 18970 29555 25945 ， 13821 28332 16985 19339 25504 24583 15707 17062 16648 13535 26336 4054 25203 7469 1242 19121 28332 8100 760 8414 14547 3292 15419 2990 16133 17281 16648 12248 15469,1-9
3762,14489 25843 24162 15707 15439 25504 5602 104 4685 24162 15707 27700 705 13839 233 29179 4198 24583 2106 29627 15107 ， 1826 15465 25483 8147 14547 2106 29731 979 10449 15469 ， 14501 4529 22410 4772 21344 29879 929 3328 ， 7799 25682 1506 15707 24586 12163 12331 9023 4470 24426 929 14489 25843 14950 22812 1357 5084 12872,2-11
3763,28705 1938 2970 ， 9601 19121 17281 6653 13995 2281 7481 9737 26437 17281 11100 12567 979 8194 929 4004 22382 14232 16051 4397 6809 15506 9498 20923 10411 6517,1-9
3764,2617 1053 25945 ， 9210 14684 24583 15707 27013 8282 17281 23904 24586 26568 24965 15395 3037 ， 25658 4529 20097 5602 9023 13846 26096 2281 929 29547 13712 5933 19052 8808 12790,6-19
3765,10935 12268 19057 18970 29555 1317 ， 28705 13712 9866 4873 4054 20097 5602 104 23084 ， 28705 13712 19897 9866 4873 4054 14501 27454 28109 8137 22659 5697 9019 22659 23904 21853 929 10893 17281 25398 29627 5697 28964 29212,1-9
3766,25483 19121 12153 14547 21534 2103 16328 8808 12790 15469 26336 274 ， 24053 23532 929 9601 19121 16802 25483 27321 10874 25585 18890 5602 21649 12153 12567 ， 23832 27067 4054 1242 3144 14454 16021 8194,5-22
3767,4898 15991 8146 10674 10893 4529 17281 104 23084 ， 18496 979 141 396 1938 12163 12660 11693 9410 5292 17281 20431 3848 8147 12520 ， 7661 19121 14547 20431 3848 15469 9043 13470 16542 16929 21906 5574 9410 21906 5574 14232 8251 8679 17525 4198 11371 23526 21004 26669 19644 28205,2-2
3768,14547 19121 3011 21726 15469 20714 7230 2832 8100 10026 14485 27450 8327 10636 24360 19121 3011 8100 9043 12640 25169 17281 23832 27067 10723 27700 19956 7342 16337 19319 1390 26366 13778 28776 12631 28234 25756 28751 19551 19436 25157 ， 18496 205 27321 19910 16014 7442 705 274 21473 19121,5-22
3769,25398 29627 11342 25945 ， 1258 7710 20163 4054 10449 10446 24540 19052 19551 18430 17281 19121 12235 25473 4526 17281 9672 9379,2-6
3770,9866 6259 10941 23904 10026 11371 ， 20850 13535 28751 4235 12256 25257 24058 17281 13462 14950 20089 26856 14950 26336 16021 23904 2281 2124 642 10922 2106 10039 ， 7247 18313 14232 20414 13535 28751 4235 12256 17281 20983 1242 10026 23904 29956 10449,1-9
3771,3218 10722 803 9680 1341 8067 ， 13535 18496 26336 1341 8067 8612 22447 23832 27067 10893 3144 14547 17227 12163 8194 15469 29956 25504 ， 16856 8503 4274 25483 19121 17281 14547 20089 26856 5602 9810 15469 ， 7442 25483 19121 19897 20097 4274 1341 8067 20714 5933 5602 9810 17281 22443 11526,5-22
3772,12153 3519 6494 8100 8147 233 15766 4198 23526 24583 2106 2617 1053 25945 ， 12153 19339 25504 17062 16648 4054 16542 10935 21853 7702 5420 8067 9023 1242 10446 25658 6285,6-29
3773,19121 3011 19339 28543 25368 752 25473 4767 9614 25716 26694 5512 8224 9925 14232 9410 19654 14823 3940 25284 1826 26669 ， 20788 1951 16037 26108 1951 21209 10063 17281 20097 30327 20060 28874 24509 10941 1396 ， 21092 2281 10300 10658 26568 24058 21481 4990 3382,1-9
3774,2281 10893 20060 10658 14489 8146 27450 4198 24583 28109 22456 2502 25483 19121 24199 29003 1938 29555 29832 21326 ， 20850 2066 14950 15794 23259 8456 19826 25682 ， 14489 8146 10449 23926 28274 3099 ， 7442 16328 2103 4198 12640 4898 20048 4938 18970 25483 25682 14489 8146 3470 23926 10821 17997 7052 6259 28109 2922,5-30
3775,15912 10723 10300 10658 19047 10449 ， 9023 625 16598 16648 30208 11955 26568 24058 5193 10750 17255 22191 13355 19121 12235 21378 83 ， 23259 749 1013 803 27700 3218 4767 12766 396 17281 18947 19436 11342 8194 26526 10300 10658,5-30
3776,7923 17861 26564 17281 13535 ， 10238 20163 14547 19057 4365 15469 21857 3261 233 19339 8258 25504 21871 25658 17281 13462 14950 ， 25483 19121 26568 24058 12772 20448 10647 13767 15766 16328 15766 24583 15707 25504 4397 25398 9379 25086 12029 235 23926,4-7
3777,12482 8147 12772 20448 25131 8327 749 20060 23832 19052 9601 20510 19654 10922 13462 14950 929 3328 ， 23192 26082 24053 1451 4321 3519 24058 8773 30241 19654 9043 3696 8750 30241 19654 20328 17062 10658 15303 5111 30241 28332 13462 19654 20328 3934 24569 19328 13462 14950 17281 23601 11703 5697 8147 2124,4-7
3778,10539 11526 17441 19052 16456 25501 14560 2568 14208 ， 22131 19226 28648 29405 13657 26754 9601 19121 17281 28648 29405 21450 85 13535 16542 18679 1602 23897 17281 ， 28705 19897 979 22160 4939 25203 13374 8251 2494,1-1
3779,29547 28874 19019 20097 23316 9043 17281 16614 6180 ， 14501 27454 23904 979 26564 12303 24965 17256 17014 23651 5931 ， 26564 26336 2484 7469 14501 27454 884 27 30241 14501 27454 6189 25130 7442 11801 19339,1-4
3780,22410 929 16122 10063 396 3144 2281 16122 3848 5697 20015 22382 17281 19654 10723 24073 2990 16133 17281 7710 16542 15303 25117 19654 30096 17062 28332 13462 28136 20531 ， 4004 22382 14232 12960 26669 4054 7230 22480 1292 29555,6-15
3781,10935 6832 22382 27013 12196 7360 3240 7800 25483 19121 12170 12846 ， 20850 929 3848 2910 4274 4004 22382 14232 17281 12170 12846 2106 10039 26725 8414,2-3
3782,10449 11497 8146 10674 11295 26336 ， 19636 10645 10063 6400 26934 5320 19226 25682 3240 7800 19644 28205 ， 7661 19121 2410 927 14950 9498 1292 29555 ， 10647 13535 5602 16325 5373 11688,2-3
3783,233 2103 16328 21534 1396 14489 11259 10647 8100 9614 8194 1943 4529 17281 25182 13846 24288 26725 16638 2066 14950 9601 ， 17227 1989 8651 13535 14489 25843 396 26748 4438 2106,5-30
3784,10893 25682 28874 5697 17227 26096 3249 3844 24586 22737 2281 25182 13846 24288 18947 10449 20428 23832 19052 4054 8194 1943,5-30
3785,27762 6380 2797 26307 18947 12075 16337 1242 28503 29956 4529 1317 25483 19121 19227 10411 6517 5697 23635 22131 14547 19433 2124 10529 4018 15469 29547 17281 19121 12235 ， 22705 23635 22131 12163 8224 13343 17281 19052 26336 10647 8194 26417 2797 240 2286 19339 28543 2910 19948,2-33
3786,104 23084 1317 ， 19636 10645 25483 19121 979 4139 22737 2545 25986 2046 760 17281 3328 ， 25483 27013 12196 9963 29555 929 4004 22382 14232 30241 9601 19121 5697 3848 19855 23468 4274 648 8224 10922 4920 21871 25658 17281 10937 29842 24540 21326 2545 25986,2-33
3787,25179 16856 16856 28860 396 26748 9023 22737 5574 19497 14034 16614 6180 235 23926 9601 17441 27013 12196 21004 21450 1242 26366 21092 20097 26823 23372 17281 12170 12846 ， 22705 26564 85 27013 12196 26725 8414 13821 28332 16985 1258 6030 1342 15185 ， 20850 27700 18244 29731 15912 1823 25848 29610 12153 3240 7800,2-3
3788,10647 10446 23904 8750 8612 4274 19121 12235 24583 1451 18947 10449 22014 12567 929 26366 1396 24703 10449 4438 17281 28648 2224 23904 24586 ， 26238 19508 5451 21004 26669 4054 27077 18313 10539 11526 29498 26564 8836 25716 19121 12235 30241 6316 10674 5697 10446 23904 10636 11342 5602 9810,1-4
3789,5379 23635 9023 4470 17494 29344 19892 29243 21473 19121 30241 4767 30327 28332 15707 30241 21473 13447 1433 29555 30241 1242 16456 10449 10674 17281 26564 85 ， 24540 21326 14547 18430 21853 15469 19328 9810 6494 28136 20531,6-15
3790,17060 21114 4106 28874 2106 10039 ， 25483 19121 22443 4274 13778 17170 14232 9090 27700 27013 12196 24053 1451 13462 14950 ， 16051 8266 17937 20097 4397 30327 17281 12482 11513 5602 9810,1-1
3791,20015 28776 2281 2797 854 29525 24583 2106 2617 1053 1317 29498 14547 20015 28776 929 2859 1951 29179 16328 2103 3994 28018 9043 3494 11371 25597 4630 27506 ， 22705 8644 25504 10922 23904 24586 28682 29547 13712 17281 1882 20726 2106 10039 6231 10492 17281 1746 23789 15469,1-9
3792,16328 1845 4198 ， 2124 19121 11160 27013 9023 2106 10039 10647 20714 8189 19047 11513 17281 8251 2103 2103 1242 274 23635 24007 4529 5046 4106 18244 13688 8641 12170,5-35
3793,7442 15991 4685 1053 27969 13839 19047 10821 233 17525 4198 3218 27700 15098 3636 ， 2281 10039 10411 15014 19052 9601 ， 20097 5219 1390 3682 27168 23150 625 9755 9538 27322 12960 26669 4054 14547 10539 12163 19319 15469 17281 6285 16276 13489 21618 21720,6-28
3794,1869 17018 26336 7558 ， 13778 12206 16337 27013 12196 10449 10596 3240 7800 15506 9498 22986 23953 23308 25130 10879 14949 2124 17281 25563 24007 ， 1317 1258 13535 2797 11160 27013,2-3
3795,929 26366 14547 9004 11819 15469 ， 233 2103 2103 2103 1396 25483 19121 12553 19121 13470 17337 20693 10935 14232 27139 6762 4925 6837 18785 1317 29498 25483 19121 8612 26564 22160 12248 17281 25658 6285 13535 8169 29099 9601 19121 16542 26417 22666 1845 2103 2103 21694 7154 17281 8067 28332 2910 24199 9273 1823,6-29
3796,27427 1116 9601 5420 1242 19121 11160 10206 26615 24583 ， 1662 30208 17255 929 12206 12163 27013 12196 17281 9866 2124 24053 23532 15301 8282 ， 10937 24053 25398 29627 12206 12163 27013 12196 17281 27013 18451 ， 22705 26336 25483 19121 4685 20447 205 27091 9437 104 13839 21450 11006,2-6
3797,15085 8718 29940 9428 25945 ， 20163 2286 10449 1396 ， 15682 14232 15305 4274 16122 1394 17281 28648 2224 13462 14950 27145 23904 14547 27145 23904 235 7531 11371 22157 15469,5-22
3798,16328 15766 4198 ， 21357 13712 26096 18754 8644 2124 16157 22014 19226 4054 25483 19121 24659 5609 28682 11513 8513 25203 7469 1823,6-21
3799,10935 12567 9925 10879 28648 2224 9023 22737 17281 2617 1053 13535 2281 2797 4274 7078 14232 4925 23503 10674 23832 19052 8194 17799 29956 25682 24583 26669 17281,5-30
3800,29547 20163 2286 25257 27432 12248 20163 25483 19121 24583 15707 17281 648 16856 6762 19339 28943 30241 6527 12202 29207 15360 12369 17281 19052 15707 12153 28682 929 23308 25130 10879 11160 19339 17281 3064 9737,2-6
3801,10893 4529 ， 25483 19121 19121 13470 17337 17060 21114 4106 25257 2281 27013 8282 24583 15318 29038 30016 14051 3470 23926 929 3844 11160 23146 16856 24583 26669 14547 8100 9043 3064 9737 15469 17281 10411 6517 ， 7442 28256 648 1242 19897 2281 27427 25682 929 10893 2106 10039 6203 29649,2-33
3802,7442 13778 17170 14232 9090 8100 8147 2106 10039 ， 20097 233 26328 235 23926 18529 25504 2281 1341 20163 6762 13882 21694 16337 235 13778 24540 3011 29057 2545 13613 9000 26313 13778 15647 17062 25682 24965 12248 19340 ， 16328 274 235 23926 18529 19052 24586 24965 8487,6-29
3803,29547 25945 ， 4004 22382 14232 19328 929 21618 10647 9672 15991 30241 8612 2124 5697 23259 10874 14547 5379 2187 8137 15469 ， 25473 16051 4397 17281 10411 6517 10647 7710 20163 14547 6653 13995 5697 9090 6762 15469,1-9
3804,21680 26564 29498 12369 8139 24457 26307 18947 6832 12163 16337 12163 4198 4529 23635 22131 27363 11497 18787 12520 17281 23635 28025 ， 22705 1317 19636 10645 29547 13712 3470 18787 12061 9004 ， 8194 14547 21738 19175 29547 13712 15469,2-33
3805,21357 2106 10039 ， 16328 2103 16328 19934 15785 13535 9601 19121 13916 2090 12170 8266 17281 21092 4438 8137 19934 15785 ， 8266 3262 10300 10658 7360 979 22737 ， 20850 26568 4397 26336 396 11766 274 15785 ， 13535 7915 9601 19948 15509 17281 7531 18890,5-35
3806,19121 28648 979 18581 8146 10674 17281 25658 19057 24445 8644 15520 27762 ， 20097 625 11846 11295 26336 14547 9601 19121 929 15520 27762 13657 26754 17281 28461 6653 10723 1390 ， 26568 6480 29610 16122 1394 28874 12248 29956 23084 15469,1-9
3807,27 16575 16325 20448 17281 13535 ， 2124 12520 16572 20097 21004 4873 4106 10935 16337 ， 7442 233 21534 20185 1292 929 20185 11766 12567 19551 23052 5697 15439 ， 9043 25682 4106 10935 16337 6594 19175 4054 25473 20097 1938 5602 17256 15107,2-2
3808,4004 26307 18947 13343 1394 7923 13535 25398 29627 11583 28332 29525 9963 13535 14547 25483 19121 9601 10026 1823 21871 25658 15469,2-6
3809,10063 233 1396 4529 ， 25483 19121 19121 8194 15303 749 233 2103 16328 18371 1396 25682 25277 7558 26417 2738 1258 11497 24583 15707 25504,6-31
3810,29547 2281 29541 3328 9601 6197 18851 25398 29627 9601 19121 ， 12772 10300 20781 1317 25483 19121 6636 2337 24445 26313 9672 3780 17653 25483 12766 25203 28010 14547 235 17701 10723 24073 17281 23279 749 15469,2-6
3811,26108 1951 1317 ， 4299 3696 25483 19121 8100 8147 26568 4397 26336 20015 14232 27454 10723 24073 17281 10449 10446 14547 17434 26928 11402 13489 25504 16051 15469 ， 20850 2281 26336 10893 7052 9023 23598 11469 7469 10300 ， 20447 205 27091 11688 274 25398 29627 648 8224 13535 979 27166 11414 17281,2-6
3812,20850 13535 13778 17170 14232 9090 11295 26336 ， 10449 8147 22410 29555 8766 25131 8327 17983 9614 1662 3262 18244 9090 6762 17281 15707 24007 ， 25212 10449 8147 22410 19897 29732 16247 17568 5933 16542 10063 16328 2103 2103 28396 4754 27168 17281 27700 18754 9090 6762,1-1
3813,20850 29547 25257 18496 18068 15398 15927 7442 24965 10274 7154 1845 1396 8073 25277 ， 7442 27878 12021 11100 7251 21949 4529 15305 ， 18496 7442 4004 22382 14232 9601 17441 803 23832 3844 24586 8194 3240 7800 10647 2797 17997 24808 26336 26307 18947 16045 803 23904,2-3
3814,12772 10300 ， 14489 25843 28874 29523 26437 10723 10937 24053 4054 1242 23628 19339 8258 25504 17281 8503 2169 4767 28392 14684 22736 ， 7442 14684 9601 26096 13535 14489 25843 3218 9935 5933 17281 4004 2545 21694 23404 27370 233 18371 19339 25504,6-15
3815,18371 8679 16328 8251 4198 ， 12153 3519 6494 19339 25504 17062 16648 23308 25130 10879 25658 6285 20060 10658 ， 23308 30100 17062 9810 18947 9004 12248 19340 4004 8100 17281 10449 26328 648 16337 27370 233 2103 16182 28025 25504,6-29
3816,10893 4529 ， 15043 8222 23832 27067 19121 28874 13607 19492 20448 16542 25130 5697 27762 6380 2797 ， 20850 20448 16542 25130 26568 4274 7661 19121 25572 4397 23349 26526 14018 26669 15043 8222,6-34
3817,6832 12021 28957 17935 1396 17247 15165 ， 10879 19855 1938 11583 23349 14950 4274 2970 15506 29832 21326 8194 26526 29038 3042 3144 10620 8194 2281 13554 29296 12113 4235 83 23832 27067,5-22
3818,25212 15991 4004 22382 14232 18430 1989 10238 19912 2199 16328 29179 4198 104 23084 ， 6123 18302 16337 2281 27700 705 24583 13178 8194 10922 28874 2106 10039 ， 12206 12163 1292 929 9963 24808 11342 29207 29810 17255 27095 14868 9043 27063 1451 24053 19121 3011 8808 12790,2-2
3819,2199 15107 1317 ， 9601 19121 24540 21326 4054 4274 3848 25483 979 12772 17281 12170 12846 8147 24426 ， 979 3064 22241 29547 19121 17281 11160 27013,5-35
3820,3994 17062 16410 13962 10937 29842 28614 4807 625 11846 6809 18600 5756 9108 25219 15708 16037 5756 25219 14325 3001 4876 26393 20852 12023 20923 9765 27067 23904 29810 7342 16337 1258 12056 3328 7923 22736 13535 929 9925 8147 17281 10449 10446 23635 22131,2-11
3821,8766 23182 12235 25945 ， 27173 16337 27091 1730 29296 6762 20244 3240 7800 1258 10449 2224 10204 ， 20850 1506 979 8194 8644 29296 6762 20244 21004 21450 15506 9498 18970 104,2-3
3822,13821 27013 12196 22705 979 11295 12772 13821 17937 3254 26307 18947 25585 8718 233 17525 4198 16614 6180 7915 25130 28018 5379 1065 8456 19826 5379 1065 6680 10206 ， 4274 13821 27013 12196 10596 26725 1943 10274 ， 8456 19826 8766 19121 22737 20060 10786 25504,1-4
3823,23619 7661 28109 979 10539 11526 5933 19052 15439 11160 27653 803 ， 10133 28392 18244 1654 7493 15316 26564 24101 17857 4938 17723 ， 5609 5933 15439 979 16575 979 10647 3110 749 15766 8679 16328 233 4198 17281 27653 803 23349 8808 20060 23513 4139 8080 4873 1845 8679 233 233 4198,1-1
3824,25212 15991 4004 4685 3934 11688 104 13839 233 17525 4198 1317 ， 3844 19121 1292 929 8189 19897 24053 23532 16856 16422 4004 22382 14232,2-2
3825,25212 28648 ， 18319 26366 15647 7661 3240 7800 10647 9672 15991 24100 21883 2281 4004 22382 14232 8513 11160 ，,2-3
3826,16883 25556 11160 9023 10449 10596 24100 2281 1292 929 23468 4274 8100 8147 30100 13470 13462 12772 17281 2617 28776 ， 2286 1396 29179 8679 16883 25556 2106 10039 979 8194 4139 22737 26336 25483 8100 625 11846 19433 23904 25504 17062 9601 7440 24352 14684 22736 17281 13462 12772,2-3
3827,10037 6762 19047 10636 12772 20448 4054 8808 12790 2990 17281 10922 19226 15043 8222,6-21
3828,25212 10449 8147 22410 ， 2281 25483 19121 20781 13178 4299 25085 7424 23308 25130 10879 7251 8100 25682 ， 27762 6380 2797 19897 10539 11526 16456 25501 4299 25085 7424 25483 8100 8147 22410 9805 16575 7923 1242 25174 12846,6-34
3829,12163 8224 13343 25597 14045 21481 979 12061 ， 29547 2545 25986 9601 3218 12614 21738 23588 24007 17281 ， 9963 13535 25277 7558 648 8224 8711 25442 26669 3099,6-8
3830,979 20163 ， 18244 19121 28332 28860 22542 8513 23598 2286 1396 27357 16542 24007 16614 6180 16542 12235 20791 22993 20791 29644 6437 14940 29625 17281 20531 19139 ， 12153 6056 18581 17062 14208 9601 17281 21344 25139 6793 19330,2-17
3831,11259 28332 2199 104 23084 1317 ， 625 11846 11295 26336 ， 14489 25843 17018 14051 24583 18239 18529 19052 2187 20448 2281 27151 26526 11259 19121 4274 25483 19121 5933 19052 28332 13462 8100 28136,6-28
3832,21534 8679 16328 4198 ， 27762 6380 2797 3240 7800 4054 25483 19121 26564 85 2797 20791 22993 20788 27370 15766 2103 2103 30100 17062 6653 13995 9810 18947 16430 29003 25483 19121 8644 2797 21450 29555 14547 14668 19121 11342 15469 9810 18947,2-3
3833,14547 22253 17889 24132 15469 5697 14547 27836 6251 15469 30100 17062 9810 18947 2281 23308 25130 10879 29555 929 12153 3519 6494 17281 17062 16648 9601 ， 4873 27357 24583 13337 4054 1242 16542 14950 2738,6-13
3834,2286 1396 ， 22208 19319 12256 19121 927 12052 27145 2281 8164 28025 854 27067 10937 14242 12052 30181 23182 13846 25504 16051 ， 22792 2281 25585 25085 27649 5320 12520 27063 17281 8808 12790 5697 8164 29057 5933 23926,1-10
3835,16825 23980 2199 233 17525 4198 104 23084 1317 ， 1258 13535 9601 19121 14131 8679 27322 18581 29038 30016 3144 8322 26154 17281 25483 8147 8222 85 ， 29956 4529 25257 3240 7800 10941 23722 25483 19121 8100 5119 9531 26694 19910 23452,2-3
3836,979 20163 ， 19897 20097 23904 26336 12163 8224 13343 11469 7469 ， 25945 29547 2281 28525 12248 9043 27063 25682 29003 15098 8194 1943 ， 1451 21092 26669 10645 14477 24007,1-9
3837,29547 13712 24058 20163 23415 22480 26082 15107 3218 10722 26154 749 ， 2281 14051 10646 12153 4529 929 648 8224 5933 19052 22160 12248 ， 28525 12248 25658 6285 13607 19492 648 8224 17281 12660 25572 9955 10723 5697 6653 13995 17170 10723,6-29
3838,25212 20097 1744 1242 23052 5697 15439 23904 2106 10039 1292 929 12163 8224 13343 17281 14547 19121 12235 4990 28709 13994 9007 15469 ， 20850 11100 25257 10937 24053 2106 10039 13535 8322 8194 8641 15316 5609 28461 15439 17281 26154 26526,2-2
3839,104 23084 1317 ， 15766 8679 1845 4198 ， 6762 10133 14232 12163 18661 12868 23648 12248 12520 28099 29212 23904 10647 10238 20163 3644 2165 27450 13613 ， 2281 6762 10133 14232 12163 18661 12868 4767 19328 2124 16157 30016 3144 8414 12489,2-25
3840,854 24586 13712 8251 8679 233 29179 4198 2106 10039 ， 10063 6400 26934 9283 5111 11100 12567 5219 19047 11160 4274 2124 19121 26307 18947 10935 6762 2240 5697 18244 19121 26307 8750 15972 6762 16337 23832 19052 8194 17799 ， 29547 7493 1317 10647 4274 3848 2910 17861 27700 1943 10274 20431 3848 23349 26526,5-30
